Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201923216,08-09-19,10:45,77850,Compliance,0.17,0.64,,<1,<1
201923217,08-09-19,10:10,78650,Compliance,0.26,0.56,,<1,<1
201923222,08-09-19,10:16,11900,Operational,0.67,0.73,,<1,<1
201923223,08-09-19,08:55,1S03,Operational,0.77,0.74,0.72,<1,<1
201923224,08-09-19,11:30,1S07,Operational,0.71,0.68,,<1,<1
201923225,08-09-19,09:35,1SCH3,Operational,0.63,0.72,0.72,<1,<1
201923226,08-09-19,09:37,1SCL1,Operational,0.88,0.79,0.72,<1,<1
201923227,08-09-19,12:27,30750,Compliance,0.41,0.61,,<1,<1
201923228,08-09-19,12:05,32200,Operational,0.34,0.57,,<1,<1
201923229,08-09-19,10:53,3SC26,Operational,0.65,0.68,,<1,<1
201923232,08-09-19,10:29,27000,Operational,0.78,0.77,,<1,<1
201923233,08-09-19,11:38,40200,Operational,1.03,0.83,,<1,<1
201923234,08-09-19,08:20,41950,Compliance,0.69,0.60,,<1,<1
201923235,08-09-19,09:30,43550,Compliance,0.31,0.52,,<1,<1
201923236,08-09-19,11:16,44150,Compliance,0.94,0.77,,<1,<1
201923237,08-09-19,08:41,46450,Compliance,0.77,0.71,,<1,<1
201923238,08-09-19,08:22,50050,Compliance,0.07,0.54,,<1,<1
201923239,08-09-19,08:52,50200,Operational,0.81,0.60,,<1,<1
201923240,08-09-19,09:23,50300,Operational,0.78,0.70,,<1,<1
201923241,08-09-19,10:42,52350,Compliance,0.42,0.61,,<1,<1
201923242,08-09-19,10:00,56300,Operational,0.81,0.70,,<1,<1
201923243,08-09-19,11:21,58850,Compliance,0.65,0.73,,<1,<1
201926489,09-09-19,08:37,32850,Compliance,0.23,0.80,,<1,<1
201926490,09-09-19,10:54,33250,Compliance,0.25,0.79,,<1,<1
201926491,09-09-19,09:01,33600,Operational,0.30,1.36,,<1,<1
201926492,09-09-19,10:31,34200,Operational,0.40,0.80,,<1,<1
201926493,09-09-19,09:44,35650,Compliance,0.39,1.35,,<1,<1
201926494,09-09-19,11:25,35800,Operational,0.37,0.75,,<1,<1
201926495,09-09-19,10:37,20900,Operational,0.58,0.68,,<1,<1
201926496,09-09-19,11:13,21250,Compliance,0.69,0.64,,<1,<1
201926497,09-09-19,11:44,21400,Operational,0.78,0.95,,<1,<1
201926498,09-09-19,09:37,27000,Operational,0.91,0.78,,<1,<1
201926499,09-09-19,08:23,40200,Operational,1.06,0.78,,<1,<1
201926500,09-09-19,12:12,41250,Compliance,0.82,0.67,,<1,<1
201926501,09-09-19,07:53,41750,Compliance,0.54,0.70,,<1,<1
201926502,09-09-19,11:32,50200,Operational,0.56,0.57,,<1,<1
201926503,09-09-19,10:56,50300,Operational,0.82,0.72,,<1,<1
201926504,09-09-19,10:39,51950,Compliance,0.70,0.78,,<1,<1
201926505,09-09-19,09:40,52350,Compliance,0.34,0.72,,<1,<1
201926506,09-09-19,10:23,53500,Operational,0.76,0.64,,<1,<1
201926507,09-09-19,11:12,59300,Operational,0.85,0.68,,<1,<1
201926508,09-09-19,08:43,21650,Compliance,0.49,0.78,,<1,<1
201926509,09-09-19,10:10,23150,Compliance,0.72,0.77,,<1,<1
201926510,09-09-19,09:38,23250,Compliance,0.62,0.64,,<1,<1
201926511,09-09-19,10:35,23750,Compliance,0.65,0.72,,<1,<1
201926512,09-09-19,11:00,24050,Compliance,0.21,0.69,,<1,<1
201926513,09-09-19,11:33,26850,Compliance,0.58,0.80,,<1,<1
201926514,09-09-19,11:42,11050,Compliance,0.54,0.91,,<1,<1
201926515,09-09-19,09:50,14450,Compliance,0.63,0.75,,<1,<1
201926516,09-09-19,09:06,14850,Compliance,0.89,0.81,,<1,<1
201926517,09-09-19,12:33,16950,Compliance,0.98,0.79,,<1,<1
201926518,09-09-19,10:23,1S07,Operational,0.61,0.81,,<1,<1
201926519,09-09-19,08:30,30850,Compliance,0.56,1.21,,<1,<1
201926520,09-09-19,10:53,3SC26,Operational,0.70,0.78,,<1,<1
201926523,09-09-19,11:14,42850,Compliance,0.78,0.83,,<1,<1
201926524,09-09-19,08:22,44550,Compliance,0.57,0.88,,<1,<1
201926525,09-09-19,11:42,44700,Operational,0.83,0.78,,<1,<1
201926526,09-09-19,09:10,45000,Operational,0.76,0.92,,<1,<1
201926527,09-09-19,09:34,47750,Compliance,0.56,0.78,,<1,<1
201926528,09-09-19,10:06,76950,Compliance,0.25,0.62,,<1,<1
201926529,09-09-19,10:33,77150,Compliance,0.11,0.68,,<1,<1
201926534,09-09-19,08:38,12250,Compliance,0.91,0.82,,<1,<1
201926535,09-09-19,10:22,18900,Operational,0.73,0.71,,<1,<1
201926536,09-09-19,10:55,1S03,Operational,0.67,0.72,0.7,<1,<1
201926537,09-09-19,09:04,1S03A,Operational,1.11,0.73,0.71,<1,<1
201926538,09-09-19,09:44,1S03B,Operational,0.69,0.77,0.7,<1,<1
201926539,09-09-19,11:12,1SCH3,Operational,0.57,0.87,0.7,<1,<1
201926540,09-09-19,11:20,1SCL1,Operational,0.74,0.79,0.7,<1,<1
201926541,09-09-19,12:00,34950,Compliance,0.49,0.82,,<1,<1
201926578,09-09-19,09:06,51550,Compliance,0.05,0.58,,<1,<1
201929887,10-09-19,11:38,3ISL3,Operational,0.33,0.93,,<1,<1
201929888,10-09-19,11:13,3ISL4,Operational,0.13,0.63,,<1,<1
201929889,10-09-19,10:19,40150,Compliance,0.10,0.63,,<1,<1
201929890,10-09-19,08:51,40200,Operational,0.94,0.58,,<1,<1
201929891,10-09-19,08:11,43650,Compliance,0.40,1.05,,<1,<1
201929892,10-09-19,09:17,4ISL5,Operational,0.79,0.56,,<1,<1
201929895,10-09-19,10:11,13050,Compliance,0.89,0.67,,<1,<1
201929896,10-09-19,08:37,13350,Compliance,0.97,0.80,,<1,<1
201929897,10-09-19,08:11,17750,Compliance,0.80,0.67,,<1,<1
201929898,10-09-19,10:27,18000,Operational,0.16,0.66,,<1,<1
201929899,10-09-19,09:44,1S03A,Operational,1.07,0.78,0.69,<1,<1
201929900,10-09-19,09:06,1S03B,Operational,0.64,0.79,0.69,<1,<1
201929901,10-09-19,08:41,44950,Compliance,0.81,0.66,,<1,<1
201929902,10-09-19,11:14,45050,Compliance,0.65,0.73,,<1,<1
201929903,10-09-19,09:36,45650,Compliance,0.55,0.62,,<1,<1
201929904,10-09-19,11:58,76300,Operational,0.31,0.58,,<1,<1
201929905,10-09-19,12:37,76750,Compliance,0.40,0.64,,<1,<1
201929906,10-09-19,10:17,79050,Compliance,0.46,0.62,,<1,<1
201929907,10-09-19,10:53,10850,Compliance,0.42,0.61,,<1,<1
201929908,10-09-19,12:01,1S03,Operational,0.70,0.74,0.7,<1,<1
201929909,10-09-19,08:34,1S07,Operational,0.63,0.62,,<1,<1
201929910,10-09-19,11:21,1SCH3,Operational,0.54,0.78,0.69,<1,<1
201929911,10-09-19,11:23,1SCL1,Operational,0.83,0.78,0.69,<1,<1
201929912,10-09-19,10:12,35350,Compliance,0.34,0.59,,<1,<1
201929913,10-09-19,09:06,38300,Operational,0.54,0.66,,<1,<1
201929914,10-09-19,09:23,3SC26,Operational,0.61,0.69,,<1,<1
201929923,10-09-19,08:50,30050,Compliance,0.31,0.63,,<1,<1
201929924,10-09-19,11:18,32150,Compliance,0.40,0.63,,<1,<1
201929925,10-09-19,09:33,32950,Compliance,0.24,0.79,,<1,<1
201929926,10-09-19,10:19,33700,Operational,0.52,0.68,,<1,<1
201929927,10-09-19,10:50,34650,Compliance,0.40,0.58,,<1,<1
201929928,10-09-19,08:22,20900,Operational,0.60,0.81,,<1,<1
201929929,10-09-19,07:48,21150,Compliance,0.49,0.66,,<1,<1
201929930,10-09-19,09:34,21450,Compliance,0.34,0.70,,<1,<1
201929931,10-09-19,09:01,27000,Operational,0.72,0.67,,<1,<1
201929932,10-09-19,11:08,42300,Operational,0.92,0.62,,<1,<1
201929933,10-09-19,10:33,44350,Compliance,0.14,0.63,,<1,<1
201929934,10-09-19,10:49,20050,Compliance,0.48,0.63,,<1,<1
201929935,10-09-19,09:32,23550,Compliance,0.22,0.70,,<1,<1
201929936,10-09-19,09:32,24300,Operational,0.68,0.77,,<1,<1
201929937,10-09-19,08:22,29350,Compliance,0.14,0.64,,<1,<1
201929938,10-09-19,08:59,29500,Operational,0.75,0.78,,<1,<1
201929939,10-09-19,11:47,29850,Compliance,0.62,0.68,,<1,<1
201929940,10-09-19,10:52,50200,Operational,0.78,0.68,,<1,<1
201929941,10-09-19,11:20,50300,Operational,0.78,0.67,,<1,<1
201929942,10-09-19,10:23,51350,Compliance,0.53,0.63,,<1,<1
201929943,10-09-19,09:58,52000,Operational,0.46,0.76,,<1,<1
201929944,10-09-19,09:23,52450,Compliance,0.64,0.68,,<1,<1
201929945,10-09-19,08:56,58150,Compliance,0.33,0.68,,<1,<1
201930032,10-09-19,10:53,18000,Operational,0.16,0.70,,<1,<1
201933312,11-09-19,08:16,11550,Compliance,0.96,0.67,,<1,<1
201933313,11-09-19,07:17,13850,Compliance,0.44,0.35,,<1,<1
201933314,11-09-19,07:46,15550,Compliance,0.62,0.14,,<1,<1
201933315,11-09-19,09:33,1S03,Operational,0.72,0.62,0.69,<1,<1
201933316,11-09-19,08:45,1S03A,Operational,1.02,0.68,0.69,<1,<1
201933317,11-09-19,11:20,1S03B,Operational,0.98,0.69,0.69,<1,<1
201933318,11-09-19,09:58,1SCH3,Operational,0.65,0.23,0.72,<1,<1
201933319,11-09-19,10:14,1SCL1,Operational,1.00,0.12,0.72,<1,<1
201933320,11-09-19,13:22,17550,Compliance,0.66,0.16,,<1,<1
201933321,11-09-19,12:49,1S07,Operational,0.71,0.67,,<1,<1
201933322,11-09-19,09:23,30950,Compliance,0.18,0.29,,<1,<1
201933323,11-09-19,08:34,32550,Compliance,0.16,0.22,,<1,<1
201933324,11-09-19,11:21,34550,Compliance,0.38,0.17,,<1,<1
201933325,11-09-19,10:42,35750,Compliance,0.35,0.40,,<1,<1
201933326,11-09-19,07:50,39750,Compliance,0.29,0.42,,<1,<1
201933327,11-09-19,12:11,3SC26,Operational,0.67,0.19,,<1,<1
201933328,11-09-19,11:17,23650,Compliance,0.66,0.68,,<1,<1
201933329,11-09-19,07:39,29550,Compliance,0.80,0.65,,<1,<1
201933330,11-09-19,08:57,50250,Compliance,0.78,0.59,,<1,<1
201933331,11-09-19,09:27,50300,Operational,0.80,0.69,,<1,<1
201933332,11-09-19,08:30,50650,Compliance,0.72,0.59,,<1,<1
201933333,11-09-19,10:13,51150,Compliance,0.74,0.64,,<1,<1
201933334,11-09-19,10:17,40200,Operational,1.09,0.73,,<1,<1
201933335,11-09-19,10:44,41150,Compliance,0.86,0.73,,<1,<1
201933336,11-09-19,09:13,41850,Compliance,0.88,0.68,,<1,<1
201933337,11-09-19,09:38,43750,Compliance,0.50,0.62,,<1,<1
201933338,11-09-19,07:27,44750,Compliance,0.68,0.58,,<1,<1
201933339,11-09-19,08:49,76650,Compliance,0.41,0.52,,<1,<1
201933340,11-09-19,08:25,78050,Compliance,0.46,0.58,,<1,<1
201933341,11-09-19,07:57,78850,Compliance,0.60,0.68,,<1,<1
201933352,11-09-19,08:29,20900,Operational,0.55,0.56,,<1,<1
201933353,11-09-19,08:59,21850,Compliance,0.43,0.56,,<1,<1
201933354,11-09-19,07:42,22050,Compliance,0.66,0.64,,<1,<1
201933355,11-09-19,09:30,23350,Compliance,0.67,0.59,,<1,<1
201933356,11-09-19,10:36,24150,Compliance,0.58,0.62,,<1,<1
201933357,11-09-19,10:09,25250,Compliance,0.56,0.59,,<1,<1
201933358,11-09-19,08:04,27000,Operational,0.83,0.60,,<1,<1
201933359,11-09-19,07:18,41350,Compliance,0.73,0.60,,<1,<1
201936453,12-09-19,10:15,22600,Operational,0.61,0.64,,<1,<1
201936454,12-09-19,12:27,22850,Compliance,0.67,0.66,,<1,<1
201936455,12-09-19,13:07,23450,Compliance,0.66,0.74,,<1,<1
201936456,12-09-19,13:45,23950,Compliance,0.71,0.70,,<1,<1
201936457,12-09-19,10:53,24250,Compliance,0.66,0.68,,<1,<1
201936458,12-09-19,11:39,24350,Compliance,0.76,0.78,,<1,<1
201936459,12-09-19,09:41,20850,Compliance,0.74,0.73,,<1,<1
201936460,12-09-19,10:51,20900,Operational,0.61,0.63,,<1,<1
201936461,12-09-19,11:18,22900,Operational,0.72,0.66,,<1,<1
201936462,12-09-19,11:49,25400,Operational,0.76,0.65,,<1,<1
201936463,12-09-19,10:12,27000,Operational,1.09,0.66,,<1,<1
201936464,12-09-19,08:59,44350,Compliance,0.47,0.77,,<1,<1
201936465,12-09-19,13:03,46850,Compliance,0.93,0.66,,<1,<1
201936478,12-09-19,09:46,31750,Compliance,0.48,0.69,,<1,<1
201936479,12-09-19,09:01,31850,Compliance,0.52,0.73,,<1,<1
201936480,12-09-19,12:12,33450,Compliance,0.62,0.27,,<1,<1
201936481,12-09-19,11:36,33950,Compliance,0.62,0.28,,<1,<1
201936482,12-09-19,11:10,38250,Compliance,0.53,0.68,,<1,<1
201936483,12-09-19,10:37,39650,Compliance,0.53,0.76,,<1,<1
201936489,12-09-19,12:36,41900,Operational,0.72,0.70,,<1,<1
201936490,12-09-19,08:44,43250,Compliance,0.85,0.71,,<1,<1
201936491,12-09-19,09:51,45250,Compliance,0.71,0.70,,<1,<1
201936492,12-09-19,10:37,45700,Operational,0.86,0.77,,<1,<1
201936493,12-09-19,11:28,76550,Compliance,0.69,0.69,,<1,<1
201936494,12-09-19,12:03,77650,Compliance,0.80,0.72,,<1,<1
201936495,12-09-19,11:02,79450,Compliance,0.80,0.68,,<1,<1
201936497,12-09-19,11:07,50200,Operational,0.71,0.64,,<1,<1
201936498,12-09-19,11:30,50250,Compliance,0.84,0.76,,<1,<1
201936499,12-09-19,11:49,50300,Operational,0.96,0.72,,<1,<1
201936500,12-09-19,10:37,52050,Compliance,0.57,0.64,,<1,<1
201936501,12-09-19,09:42,58650,Compliance,0.51,0.64,,<1,<1
201936503,12-09-19,11:30,17250,Compliance,0.95,0.74,,<1,<1
201936504,12-09-19,11:58,18650,Compliance,0.77,0.54,,<1,<1
201936505,12-09-19,10:35,1S03A,Operational,0.93,0.74,0.69,<1,<1
201936506,12-09-19,09:51,1S03B,Operational,0.81,0.74,0.7,<1,<1
201936507,12-09-19,12:45,40200,Operational,1.13,0.78,,<1,<1
201936509,12-09-19,09:29,14650,Compliance,0.65,0.68,,<1,<1
201936510,12-09-19,10:03,15150,Compliance,0.70,0.71,,<1,<1
201936511,12-09-19,08:57,18300,Operational,0.68,0.64,,<1,<1
201936512,12-09-19,12:05,1S03,Operational,0.83,0.69,0.69,<1,<1
201936513,12-09-19,10:36,1S07,Operational,0.66,0.79,,<1,<1
201936514,12-09-19,12:23,1SCH3,Operational,0.74,0.73,0.7,<1,<1
201936515,12-09-19,12:36,1SCL1,Operational,0.75,0.23,0.7,<1,<1
201936516,12-09-19,11:11,3SC26,Operational,0.90,0.27,,<1,<1
201900948,01-10-19,09:08,50200,Operational,0.78,0.62,,<1,<1
201900949,01-10-19,10:13,50300,Operational,0.81,0.61,,<1,<1
201900950,01-10-19,08:39,51850,Compliance,0.60,0.63,,<1,<1
201900951,01-10-19,11:37,55450,Compliance,0.45,0.70,,<1,<1
201900952,01-10-19,10:59,57200,Operational,0.66,0.88,,<1,<1
201900953,01-10-19,09:39,58950,Compliance,0.80,0.61,,<1,<1
201900954,01-10-19,08:12,40200,Operational,0.99,0.72,,<1,<1
201900955,01-10-19,08:38,40650,Compliance,0.85,0.69,,<1,<1
201900956,01-10-19,09:13,42750,Compliance,0.56,0.76,,<1,<1
201900957,01-10-19,07:38,44250,Compliance,0.59,0.66,,<1,<1
201900958,01-10-19,11:19,46950,Compliance,0.65,0.76,,<1,<1
201900959,01-10-19,10:41,48600,Operational,0.75,0.69,,<1,<1
201900960,01-10-19,09:42,78350,Compliance,0.61,0.77,,<1,<1
201900961,01-10-19,10:15,79150,Compliance,0.63,0.80,,<1,<1
201900966,01-10-19,08:28,10150,Compliance,0.72,0.56,,<1,<1
201900967,01-10-19,09:01,11750,Compliance,0.40,0.13,,<1,<1
201900968,01-10-19,09:37,12150,Compliance,0.84,0.73,,<1,<1
201900969,01-10-19,12:15,14000,Operational,0.84,0.65,,<1,<1
201900970,01-10-19,11:48,15050,Compliance,0.65,0.62,,<1,<1
201900971,01-10-19,10:00,1S03A,Operational,0.84,0.73,0.74,<1,<1
201900972,01-10-19,10:41,1S03B,Operational,0.79,0.69,0.74,<1,<1
201900977,01-10-19,08:52,21900,Operational,0.65,0.68,,<1,<1
201900978,01-10-19,11:04,23850,Compliance,0.75,0.77,,<1,<1
201900979,01-10-19,09:16,26750,Compliance,0.58,0.79,,<1,<1
201900980,01-10-19,11:46,27550,Compliance,0.57,0.61,,<1,<1
201900981,01-10-19,10:37,29050,Compliance,0.72,0.69,,<1,<1
201900982,01-10-19,10:00,29450,Compliance,0.60,0.63,,<1,<1
201900985,01-10-19,08:19,30250,Compliance,0.39,0.45,,<1,<1
201900986,01-10-19,08:59,32650,Compliance,0.40,0.39,,<1,<1
201900987,01-10-19,11:00,33300,Operational,0.52,<0.10,,<1,<1
201900988,01-10-19,09:41,34850,Compliance,0.43,0.51,,<1,<1
201900989,01-10-19,10:23,36350,Compliance,0.55,0.15,,<1,<1
201900990,01-10-19,11:25,37300,Operational,0.39,0.34,,<1,<1
201900991,01-10-19,09:28,20900,Operational,0.60,0.69,,<1,<1
201900992,01-10-19,11:45,25150,Compliance,0.59,0.63,,<1,<1
201900993,01-10-19,10:12,27000,Operational,0.90,0.63,,<1,<1
201900994,01-10-19,12:11,27600,Operational,0.63,0.61,,<1,<1
201900995,01-10-19,08:48,27850,Compliance,0.89,0.77,,<1,<1
201900996,01-10-19,10:50,41300,Operational,0.75,0.73,,<1,<1
201900997,01-10-19,11:13,41450,Compliance,0.65,0.66,,<1,<1
201900998,01-10-19,10:03,16250,Compliance,0.75,0.62,,<1,<1
201900999,01-10-19,12:44,18500,Operational,0.63,0.67,,<1,<1
201901000,01-10-19,08:36,1S03,Operational,0.81,0.69,0.73,<1,<1
201901001,01-10-19,10:52,1S07,Operational,0.70,0.68,,<1,<1
201901002,01-10-19,09:04,1SCH3,Operational,0.72,<0.10,0.73,<1,<1
201901003,01-10-19,09:18,1SCL1,Operational,0.93,<0.10,0.74,<1,<1
201901004,01-10-19,12:06,35150,Compliance,0.52,0.31,,<1,<1
201901005,01-10-19,11:22,3SC26,Operational,0.71,<0.10,,<1,<1
201904118,02-10-19,10:59,41950,Compliance,0.45,0.61,,<1,<1
201904119,02-10-19,11:55,43550,Compliance,0.53,0.58,,<1,<1
201904120,02-10-19,07:41,44150,Compliance,0.64,0.59,,<1,<1
201904121,02-10-19,11:25,46450,Compliance,0.59,0.72,,<1,<1
201904122,02-10-19,10:30,77550,Compliance,0.44,0.70,,<1,<1
201904123,02-10-19,08:31,77850,Compliance,0.38,0.60,,<1,<1
201904124,02-10-19,08:57,78650,Compliance,0.35,0.62,,<1,<1
201904131,02-10-19,09:49,1S07,Operational,0.59,0.61,,<1,<1
201904132,02-10-19,08:50,30750,Compliance,0.46,<0.10,,<1,<1
201904133,02-10-19,12:40,31350,Compliance,0.36,0.60,,<1,<1
201904134,02-10-19,11:16,32050,Compliance,0.37,0.56,,<1,<1
201904135,02-10-19,13:18,34350,Compliance,0.51,0.66,,<1,<1
201904136,02-10-19,11:51,35450,Compliance,0.42,0.28,,<1,<1
201904137,02-10-19,10:25,3SC26,Operational,0.58,<0.10,,<1,<1
201904138,02-10-19,09:10,20900,Operational,0.36,0.67,,<1,<1
201904139,02-10-19,12:04,24850,Compliance,0.41,0.69,,<1,<1
201904140,02-10-19,11:25,25350,Compliance,0.39,0.78,,<1,<1
201904141,02-10-19,10:17,25550,Compliance,0.49,0.86,,<1,<1
201904142,02-10-19,09:38,26550,Compliance,0.38,0.63,,<1,<1
201904143,02-10-19,08:44,27000,Operational,0.52,0.76,,<1,<1
201904144,02-10-19,12:31,45850,Compliance,0.48,0.72,,<1,<1
201904145,02-10-19,08:14,13150,Compliance,0.45,<0.10,,<1,<1
201904146,02-10-19,12:03,16450,Compliance,0.60,0.79,,<1,<1
201904147,02-10-19,07:33,16650,Compliance,0.69,0.61,,<1,<1
201904148,02-10-19,10:45,18750,Compliance,0.51,0.59,,<1,<1
201904149,02-10-19,09:20,1S03,Operational,0.66,0.59,0.67,<1,<1
201904150,02-10-19,11:30,1S03A,Operational,0.81,0.61,0.73,<1,<1
201904151,02-10-19,10:06,1S03B,Operational,0.76,0.82,0.73,<1,<1
201904152,02-10-19,08:38,1SCH3,Operational,0.55,<0.10,0.72,<1,<1
201904153,02-10-19,08:49,1SCL1,Operational,0.71,0.10,0.71,<1,<1
201904154,02-10-19,11:23,22550,Compliance,0.48,0.67,,<1,<1
201904155,02-10-19,12:04,28950,Compliance,0.29,0.63,,<1,<1
201904156,02-10-19,10:25,50050,Compliance,0.15,0.55,,<1,<1
201904157,02-10-19,09:52,50300,Operational,0.66,0.61,,<1,<1
201904158,02-10-19,08:30,52350,Compliance,0.44,0.60,,<1,<1
201904159,02-10-19,09:25,58850,Compliance,0.43,0.64,,<1,<1
201904192,02-10-19,09:24,76850,Resample_Compliance,0.57,0.80,,<1,<1
201904193,02-10-19,09:40,76850,Resample_Compliance,0.52,0.75,,<1,<1
201904194,02-10-19,09:54,76850,Resample_Compliance,0.48,0.69,,<1,<1
201904196,02-10-19,08:11,40200,Operational,0.76,0.59,,<1,<1
201906943,03-10-19,11:58,13350,Compliance,0.44,0.88,,<1,<1
201906944,03-10-19,10:33,1S07,Operational,0.56,0.98,,<1,<1
201906945,03-10-19,08:27,30050,Compliance,0.30,0.37,,<1,<1
201906946,03-10-19,09:58,32150,Compliance,0.29,0.34,,<1,<1
201906947,03-10-19,07:54,32950,Compliance,0.33,0.14,,<1,<1
201906948,03-10-19,09:22,34650,Compliance,0.37,0.45,,<1,<1
201906949,03-10-19,11:35,35350,Compliance,0.49,0.15,,<1,<1
201906950,03-10-19,11:06,3SC26,Operational,0.52,0.11,,<1,<1
201906951,03-10-19,09:16,29850,Compliance,0.48,0.93,,<1,<1
201906952,03-10-19,11:28,43650,Compliance,0.60,1.06,,<1,<1
201906953,03-10-19,07:26,44950,Compliance,0.39,0.95,,<1,<1
201906954,03-10-19,10:49,45050,Compliance,0.58,0.98,,<1,<1
201906955,03-10-19,08:37,45650,Compliance,0.52,0.93,,<1,<1
201906956,03-10-19,08:03,76750,Compliance,0.47,0.90,,<1,<1
201906957,03-10-19,10:04,79050,Compliance,0.45,0.94,,<1,<1
201906958,03-10-19,10:03,10850,Compliance,0.33,0.83,,<1,<1
201906959,03-10-19,12:05,13050,Compliance,0.67,0.98,,<1,<1
201906960,03-10-19,08:11,17750,Compliance,0.72,0.88,,<1,<1
201906961,03-10-19,08:48,1S03,Operational,0.60,0.93,0.69,<1,<1
201906962,03-10-19,11:28,1S03A,Operational,0.83,1.03,0.7,<1,<1
201906963,03-10-19,10:53,1S03B,Operational,0.69,0.96,0.69,<1,<1
201906964,03-10-19,09:11,1SCH3,Operational,0.64,0.11,0.69,<1,<1
201906965,03-10-19,09:21,1SCL1,Operational,0.74,0.11,0.71,<1,<1
201906968,03-10-19,07:46,20900,Operational,0.48,0.88,,<1,<1
201906969,03-10-19,08:27,21150,Compliance,0.55,0.89,,<1,<1
201906970,03-10-19,09:08,21450,Compliance,0.55,0.91,,<1,<1
201906971,03-10-19,09:49,27000,Operational,0.67,1.00,,<1,<1
201906972,03-10-19,11:12,40150,Compliance,0.13,0.48,,<1,<1
201906973,03-10-19,12:07,40200,Operational,0.77,0.98,,<1,<1
201906974,03-10-19,10:43,44350,Compliance,0.20,0.49,,<1,<1
201906975,03-10-19,12:23,20050,Compliance,0.53,1.00,,<1,<1
201906976,03-10-19,11:45,23550,Compliance,0.40,0.92,,<1,<1
201906977,03-10-19,10:54,29350,Compliance,0.45,0.87,,<1,<1
201906978,03-10-19,10:11,50300,Operational,0.64,0.96,,<1,<1
201906979,03-10-19,09:38,51350,Compliance,0.30,0.80,,<1,<1
201906980,03-10-19,09:05,52450,Compliance,0.51,0.85,,<1,<1
201906981,03-10-19,08:24,58150,Compliance,0.40,1.07,,<1,<1
201910035,04-10-19,08:55,16250,Compliance,0.53,0.71,,<1,<1
201910036,04-10-19,11:21,18500,Operational,0.61,0.73,,<1,<1
201910037,04-10-19,08:20,1S03,Operational,0.60,0.69,0.75,<1,<1
201910038,04-10-19,10:47,1S07,Operational,0.52,0.76,,<1,<1
201910039,04-10-19,07:49,1SCH3,Operational,0.51,0.68,0.75,<1,<1
201910040,04-10-19,07:59,1SCL1,Operational,0.59,0.74,0.75,<1,<1
201910041,04-10-19,09:42,35150,Compliance,0.52,0.63,,<1,<1
201910042,04-10-19,10:07,3SC26,Operational,0.56,0.68,,<1,<1
201910047,04-10-19,08:54,30250,Compliance,0.28,0.69,,<1,<1
201910048,04-10-19,09:45,32650,Compliance,0.31,0.66,,<1,<1
201910049,04-10-19,11:39,33300,Operational,0.44,0.73,,<1,<1
201910051,04-10-19,11:11,36350,Compliance,0.41,0.74,,<1,<1
201910056,04-10-19,10:59,10150,Compliance,0.51,0.67,,<1,<1
201910057,04-10-19,10:24,11750,Compliance,0.30,0.63,,<1,<1
201910058,04-10-19,09:02,12150,Compliance,0.73,0.67,,<1,<1
201910059,04-10-19,11:59,14000,Operational,0.63,0.70,,<1,<1
201910060,04-10-19,11:34,15050,Compliance,0.39,0.73,,<1,<1
201910061,04-10-19,09:16,1S03A,Operational,0.74,0.73,0.75,<1,<1
201910062,04-10-19,08:49,1S03B,Operational,0.72,0.68,0.75,<1,<1
201910063,04-10-19,10:05,21900,Operational,0.46,0.64,,<1,<1
201910064,04-10-19,11:39,23850,Compliance,0.56,0.72,,<1,<1
201910065,04-10-19,09:41,26750,Compliance,0.42,0.66,,<1,<1
201910066,04-10-19,10:51,27550,Compliance,0.39,0.61,,<1,<1
201910067,04-10-19,12:12,29050,Compliance,0.47,0.62,,<1,<1
201910068,04-10-19,08:37,29450,Compliance,0.36,0.55,,<1,<1
201910069,04-10-19,12:03,20900,Operational,0.44,0.65,,<1,<1
201910070,04-10-19,08:33,25150,Compliance,0.47,0.89,,<1,<1
201910071,04-10-19,11:31,27000,Operational,0.55,0.70,,<1,<1
201910072,04-10-19,09:24,27600,Operational,0.49,0.75,,<1,<1
201910073,04-10-19,11:02,27850,Compliance,0.43,0.72,,<1,<1
201910074,04-10-19,10:16,41300,Operational,0.52,0.65,,<1,<1
201910075,04-10-19,09:51,41450,Compliance,0.28,0.70,,<1,<1
201910086,04-10-19,12:45,40200,Operational,0.67,0.66,,<1,<1
201910087,04-10-19,11:49,40650,Compliance,0.59,0.70,,<1,<1
201910088,04-10-19,10:36,42750,Compliance,0.28,0.61,,<1,<1
201910089,04-10-19,12:16,44250,Compliance,0.28,0.62,,<1,<1
201910090,04-10-19,11:07,46950,Compliance,0.42,0.65,,<1,<1
201910091,04-10-19,09:05,48600,Operational,0.47,0.66,,<1,<1
201910092,04-10-19,10:05,78350,Compliance,0.42,0.71,,<1,<1
201910093,04-10-19,09:36,79150,Compliance,0.31,0.66,,<1,<1
201910094,04-10-19,11:15,50200,Operational,0.59,0.61,,<1,<1
201910095,04-10-19,10:52,50300,Operational,0.77,0.67,,<1,<1
201910096,04-10-19,11:32,51850,Compliance,0.33,0.58,,<1,<1
201910097,04-10-19,08:53,55450,Compliance,0.36,0.57,,<1,<1
